North Florida,http://www.unfospreys.com/sports/2016/7/15/womens-soccer-records.aspx?path=wsoc
North Texas,https://meangreensports.com/roster.aspx?roster=68&path=wsoc
Northeastern,https://nuhuskies.com/roster.aspx?roster=214
Northern Arizona,https://nauathletics.com/roster.aspx?roster=134&path=wsoc
Northern Colorado,https://uncbears.com/roster.aspx?path=wsoc
Northern Illinois,https://niuhuskies.com/roster.aspx?roster=212&path=wsoc
Northern Iowa,https://unipanthers.com/index.aspx?path=wsoc
Northern Kentucky,https://nkunorse.com/roster.aspx?roster=1185&path=wsoc
Northwestern,https://nusports.com/index.aspx?path=wsoc
Northwestern State,https://nsudemons.com/index.aspx?path=wsoc
Notre Dame,https://und.com/roster.aspx?roster=152&path=wsoc
Oakland,https://goldengrizzlies.com/roster.aspx?roster=236&path=wsoc
Ohio,http://www.ohiobobcats.com/sports/wsoc/2018-19/roster
Ohio State,http://ohiostatebuckeyes.com/sports/w-soccer/roster/
Oklahoma,http://www.soonersports.com/SportSelect.dbml?DB_OEM_ID=31000&SPID=127246&SPSID=750337
Oklahoma State,http://www.okstate.com/news/2017/10/17/womens-soccer-cowgirl-soccer-stadium-construction-video-update.aspx?path=wsoc
Old Dominion,http://www.odusports.com/SportSelect.dbml?DB_OEM_ID=31100&SPID=127314&SPSID=750439
Ole Miss,https://olemisssports.com/roster.aspx?path=wsoc
Omaha,https://omavs.com/roster.aspx?roster=1425&path=wsoc
Oral Roberts,http://www.oruathletics.com/sports/wsoc/2018-19/roster
Oregon,https://goducks.com/roster.aspx?roster=251&path=wsoc
Oregon State,https://osubeavers.com/roster.aspx?roster=165&path=wsoc
Pacific,https://www.pacifictigers.com/sports/w-soccer/2018-19/roster
Penn,https://pennathletics.com/roster.aspx?roster=419&path=wsoc
Penn State,https://gopsusports.com/roster.aspx?roster=223&path=wsoc
Pepperdine,https://pepperdinewaves.com/roster.aspx?roster=122&path=wsoc
Pittsburgh,https://pittsburghpanthers.com/roster.aspx?roster=1211&path=wsoc
Portland,https://portlandpilots.com/roster.aspx?path=wsoc
Portland State,https://goviks.com/roster.aspx?roster=150
Prairie View A&M,https://pvpanthers.com/roster.aspx?roster=177&path=wsoc
Presbyterian,http://www.gobluehose.com/SportSelect.dbml?DB_OEM_ID=18100&SPID=11484&SPSID=93834
Princeton,https://goprincetontigers.com/roster.aspx?roster=2465&path=wsoc
Providence,https://friars.com/roster.aspx?roster=185&path=wsoc
Purdue,https://purduesports.com/roster.aspx?roster=207&path=wsoc
Purdue Fort Wayne ,https://gomastodons.com/index.aspx?path=wsoc
Quinnipiac,https://quinnipiacbobcats.com/roster.aspx?roster=260&path=wsoc
Radford,https://radfordathletics.com/roster.aspx?roster=363&path=wsoc
Rhode Island,http://www.gorhody.com/sports/w-soccer/2018-19/roster
Rice,https://riceowls.com/roster.aspx?roster=175&path=wsoc
Richmond,https://richmondspiders.com/roster.aspx?roster=133&path=wsoc
Rider,https://gobroncs.com/roster.aspx?path=wsoc
Robert Morris,https://rmucolonials.com/roster.aspx?roster=256&path=wsoc
Rutgers,https://scarletknights.com/roster.aspx?roster=2116&path=wsoc
Sacramento State,http://www.hornetsports.com/sports/wsoc/2018-19/roster
Sacred Heart,http://www.sacredheartpioneers.com/sports/w-soccer/2018-19/roster
Saint Bonaventure ,https://gobonnies.sbu.edu/sports/w-soccer/2018-19/roster
Saint Francis (PA),https://sfuathletics.com/roster.aspx?roster=308&path=wsoc
Saint Johns ,https://redstormsports.com/roster.aspx?path=wsoc
Saint Joseph's,http://www.sjuhawks.com/SportSelect.dbml?DB_OEM_ID=31200&SPID=127346&SPSID=750537
Saint Louis,http://www.slubillikens.com/SportSelect.dbml?DB_OEM_ID=27200&SPID=95701&SPSID=640350
Saint Mary's,https://smcgaels.com/roster.aspx?roster=21&path=wsoc
Saint Peter's,https://saintpeterspeacocks.com/roster.aspx?roster=76&path=wsoc
Sam Houston State,http://www.gobearkats.com/SportSelect.dbml?DB_OEM_ID=19900&SPID=11346&SPSID=92969
Samford,https://samfordsports.com/roster.aspx?path=wsoc
